"Mã sản phẩm","Phương pháp bổ sung","Item Group","Tên sản phẩm","Mã biến thể","Tên biến thể","Công suất","Màu ánh sáng","Chip LED","Nguồn","Kiểu nguồn","Phân loại vỏ"
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4B3HT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Bridgelux 3030, HKLED Dim 1 Cấp","400","Trung tính (4.000K - 4.200K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3B3HT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Bridgelux 3030, HKLED Dim 1 Cấp","400","Vàng (3.000K - 3.200K)","Bridgelux 3030","HKLED Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6B3HD","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Bridgelux 3030, HKLED Dim 5 Cấp","400","Trắng (6.000K - 6.500K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5B3HD","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Bridgelux 3030, HKLED Dim 5 Cấp","400","Trắng (5.000K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4B3HD","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Bridgelux 3030, HKLED Dim 5 Cấp","400","Trung tính (4.000K - 4.200K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3B3HD","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Bridgelux 3030, HKLED Dim 5 Cấp","400","Vàng (3.000K - 3.200K)","Bridgelux 3030","HKLED Dim 5 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6B3DN","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Bridgelux 3030, Done Nhỏ","400","Trắng (6.000K - 6.500K)","Bridgelux 3030","Done Nhỏ","Nguồn nhỏ",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5B3DN","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Bridgelux 3030, Done Nhỏ","400","Trắng (5.000K)","Bridgelux 3030","Done Nhỏ","Nguồn nhỏ",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4B3DN","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Done Nhỏ","400","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Done Nhỏ","Nguồn nhỏ",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3B3DN","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Bridgelux 3030, Done Nhỏ","400","Vàng (3.000K - 3.200K)","Bridgelux 3030","Done Nhỏ","Nguồn nhỏ",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6B3DT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Bridgelux 3030, Done Dim 1 Cấp","400","Trắng (6.000K - 6.500K)","Bridgelux 3030","Done Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5B3DT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Bridgelux 3030, Done Dim 1 Cấp","400","Trắng (5.000K)","Bridgelux 3030","Done Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4B3DT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Done Dim 1 Cấp","400","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Done Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3B3DT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Bridgelux 3030, Done Dim 1 Cấp","400","Vàng (3.000K - 3.200K)","Bridgelux 3030","Done Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6B3PT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Bridgelux 3030, Philips Dim 1 Cấp","400","Trắng (6.000K - 6.500K)","Bridgelux 3030","Philips Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5B3PT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Bridgelux 3030, Philips Dim 1 Cấp","400","Trắng (5.000K)","Bridgelux 3030","Philips Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4B3PT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Philips Dim 1 Cấp","400","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Philips Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3B3PT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Bridgelux 3030, Philips Dim 1 Cấp","400","Vàng (3.000K - 3.200K)","Bridgelux 3030","Philips Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6B3PD","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Bridgelux 3030, Philips Dim 10 Cấp","400","Trắng (6.000K - 6.500K)","Bridgelux 3030","Philips Dim 10 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5B3PD","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Bridgelux 3030, Philips Dim 10 Cấp","400","Trắng (5.000K)","Bridgelux 3030","Philips Dim 10 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4B3PD","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Philips Dim 10 Cấp","400","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Philips Dim 10 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3B3PD","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Bridgelux 3030, Philips Dim 10 Cấp","400","Vàng (3.000K - 3.200K)","Bridgelux 3030","Philips Dim 10 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6B3MT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Bridgelux 3030, Meanwell Dim 1 Cấp","400","Trắng (6.000K - 6.500K)","Bridgelux 3030","Meanwell Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5B3MT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Bridgelux 3030, Meanwell Dim 1 Cấp","400","Trắng (5.000K)","Bridgelux 3030","Meanwell Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4B3MT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Meanwell Dim 1 Cấp","400","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Meanwell Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3B3MT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Bridgelux 3030, Meanwell Dim 1 Cấp","400","Vàng (3.000K - 3.200K)","Bridgelux 3030","Meanwell Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6B3ID","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Bridgelux 3030, Inventronics Dim 5 Cấp","400","Trắng (6.000K - 6.500K)","Bridgelux 3030","Inventronics Dim 5 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5B3ID","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Bridgelux 3030, Inventronics Dim 5 Cấp","400","Trắng (5.000K)","Bridgelux 3030","Inventronics Dim 5 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4B3ID","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Inventronics Dim 5 Cấp","400","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Inventronics Dim 5 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3B3ID","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Bridgelux 3030, Inventronics Dim 5 Cấp","400","Vàng (3.000K - 3.200K)","Bridgelux 3030","Inventronics Dim 5 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6B3SL","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Bridgelux 3030, Năng lượng mặt trời","400","Trắng (6.000K - 6.500K)","Bridgelux 3030","Năng lượng mặt trời","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5B3SL","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Bridgelux 3030, Năng lượng mặt trời","400","Trắng (5.000K)","Bridgelux 3030","Năng lượng mặt trời","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4B3SL","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Bridgelux 3030, Năng lượng mặt trời","400","Trung tính (4.000K - 4.200K)","Bridgelux 3030","Năng lượng mặt trời","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3B3SL","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Bridgelux 3030, Năng lượng mặt trời","400","Vàng (3.000K - 3.200K)","Bridgelux 3030","Năng lượng mặt trời","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6P3HN","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Lumileds 3030, HKLED Nhỏ","400","Trắng (6.000K - 6.500K)","Lumileds 3030","HKLED Nhỏ","Nguồn nhỏ",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5P3HN","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Lumileds 3030, HKLED Nhỏ","400","Trắng (5.000K)","Lumileds 3030","HKLED Nhỏ","Nguồn nhỏ",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4P3HN","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Lumileds 3030, HKLED Nhỏ","400","Trung tính (4.000K - 4.200K)","Lumileds 3030","HKLED Nhỏ","Nguồn nhỏ",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3P3HN","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Lumileds 3030, HKLED Nhỏ","400","Vàng (3.000K - 3.200K)","Lumileds 3030","HKLED Nhỏ","Nguồn nhỏ",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6P3HT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Lumileds 3030, HKLED Dim 1 Cấp","400","Trắng (6.000K - 6.500K)","Lumileds 3030","HKLED Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5P3HT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Lumileds 3030, HKLED Dim 1 Cấp","400","Trắng (5.000K)","Lumileds 3030","HKLED Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4P3HT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Lumileds 3030, HKLED Dim 1 Cấp","400","Trung tính (4.000K - 4.200K)","Lumileds 3030","HKLED Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3P3HT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Lumileds 3030, HKLED Dim 1 Cấp","400","Vàng (3.000K - 3.200K)","Lumileds 3030","HKLED Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6P3HD","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Lumileds 3030, HKLED Dim 5 Cấp","400","Trắng (6.000K - 6.500K)","Lumileds 3030","HKLED Dim 5 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5P3HD","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Lumileds 3030, HKLED Dim 5 Cấp","400","Trắng (5.000K)","Lumileds 3030","HKLED Dim 5 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4P3HD","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Lumileds 3030, HKLED Dim 5 Cấp","400","Trung tính (4.000K - 4.200K)","Lumileds 3030","HKLED Dim 5 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3P3HD","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Lumileds 3030, HKLED Dim 5 Cấp","400","Vàng (3.000K - 3.200K)","Lumileds 3030","HKLED Dim 5 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6P3DN","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Lumileds 3030, Done Nhỏ","400","Trắng (6.000K - 6.500K)","Lumileds 3030","Done Nhỏ","Nguồn nhỏ",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5P3DN","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Lumileds 3030, Done Nhỏ","400","Trắng (5.000K)","Lumileds 3030","Done Nhỏ","Nguồn nhỏ",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4P3DN","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Lumileds 3030, Done Nhỏ","400","Trung tính (4.000K - 4.200K)","Lumileds 3030","Done Nhỏ","Nguồn nhỏ",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3P3DN","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Lumileds 3030, Done Nhỏ","400","Vàng (3.000K - 3.200K)","Lumileds 3030","Done Nhỏ","Nguồn nhỏ",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6P3DT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Lumileds 3030, Done Dim 1 Cấp","400","Trắng (6.000K - 6.500K)","Lumileds 3030","Done Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5P3DT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Lumileds 3030, Done Dim 1 Cấp","400","Trắng (5.000K)","Lumileds 3030","Done Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4P3DT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Lumileds 3030, Done Dim 1 Cấp","400","Trung tính (4.000K - 4.200K)","Lumileds 3030","Done Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3P3DT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Lumileds 3030, Done Dim 1 Cấp","400","Vàng (3.000K - 3.200K)","Lumileds 3030","Done Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6P3PT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Lumileds 3030, Philips Dim 1 Cấp","400","Trắng (6.000K - 6.500K)","Lumileds 3030","Philips Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5P3PT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Lumileds 3030, Philips Dim 1 Cấp","400","Trắng (5.000K)","Lumileds 3030","Philips Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4P3PT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Lumileds 3030, Philips Dim 1 Cấp","400","Trung tính (4.000K - 4.200K)","Lumileds 3030","Philips Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3P3PT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Lumileds 3030, Philips Dim 1 Cấp","400","Vàng (3.000K - 3.200K)","Lumileds 3030","Philips Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6P3PD","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Lumileds 3030, Philips Dim 10 Cấp","400","Trắng (6.000K - 6.500K)","Lumileds 3030","Philips Dim 10 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5P3PD","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Lumileds 3030, Philips Dim 10 Cấp","400","Trắng (5.000K)","Lumileds 3030","Philips Dim 10 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4P3PD","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Lumileds 3030, Philips Dim 10 Cấp","400","Trung tính (4.000K - 4.200K)","Lumileds 3030","Philips Dim 10 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3P3PD","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Lumileds 3030, Philips Dim 10 Cấp","400","Vàng (3.000K - 3.200K)","Lumileds 3030","Philips Dim 10 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6P3MT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Lumileds 3030, Meanwell Dim 1 Cấp","400","Trắng (6.000K - 6.500K)","Lumileds 3030","Meanwell Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5P3MT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Lumileds 3030, Meanwell Dim 1 Cấp","400","Trắng (5.000K)","Lumileds 3030","Meanwell Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4P3MT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Lumileds 3030, Meanwell Dim 1 Cấp","400","Trung tính (4.000K - 4.200K)","Lumileds 3030","Meanwell Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3P3MT","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Lumileds 3030, Meanwell Dim 1 Cấp","400","Vàng (3.000K - 3.200K)","Lumileds 3030","Meanwell Dim 1 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6P3ID","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Lumileds 3030, Inventronics Dim 5 Cấp","400","Trắng (6.000K - 6.500K)","Lumileds 3030","Inventronics Dim 5 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-5P3ID","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (5.000K), Lumileds 3030, Inventronics Dim 5 Cấp","400","Trắng (5.000K)","Lumileds 3030","Inventronics Dim 5 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-4P3ID","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trung tính (4.000K - 4.200K), Lumileds 3030, Inventronics Dim 5 Cấp","400","Trung tính (4.000K - 4.200K)","Lumileds 3030","Inventronics Dim 5 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-3P3ID","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Vàng (3.000K - 3.200K), Lumileds 3030, Inventronics Dim 5 Cấp","400","Vàng (3.000K - 3.200K)","Lumileds 3030","Inventronics Dim 5 Cấp","Nguồn to",""
"DPTRC","Sản xuất","Đèn LED pha chóa rộng PTR Chip LED COB","Đèn LED pha chóa rộng PTR Chip LED COB","DPTRC400-6P3SL","Đèn LED pha chóa rộng PTR Chip LED COB 400W | Trắng (6.000K - 6.500K), Lumileds 3030, Năng lượng mặt trời","400","Trắng (6.000K - 6.500K)","Lumileds 3030","Năng lượng mặt trời","Nguồn to",""
